Line_Number,Existing_Band_Gap_eV,Existing_Predicted_Formation_Energy_eV_per_atom,New_Band_Gap_eV,New_Predicted_Formation_Energy_eV_per_atom
58,3.5256,-0.221525681,3.2247,-0.214342107
59,1.0154,-0.70578002,1.2889,-0.622000746
60,0,0.464502771,0,0.113688564
61,1.5228,-0.911045832,1.1801,-0.815114877
62,0,-0.199628208,0.2955,-0.244723172
63,2.5699,-0.227870431,2.4337,-0.160500378
64,0.3742,-0.210419464,0,-0.214066474
65,0,-0.762333313,0,-0.760884276
66,0,-2.790469027,0,-2.754481417
67,2.2166,0.12269524,1.2718,0.126917068
68,0.531,-0.055934982,0.7251,-0.086981862
69,2.5859,-1.177302631,2.2182,-1.178955911
70,1.0894,-0.178246916,1.0928,-0.093701148
71,0.4841,-0.340295179,0,-0.312764475
72,1.3563,-0.783044779,4.7662,-1.492372994
73,6.5013,-0.120933829,6.1286,-0.162462116
74,3.7109,-0.827521872,3.5013,-0.827335446
75,0,-0.557304915,0,-0.409245724
76,4.5995,-1.073373994,4.3252,-1.016211298
77,1.8326,-1.173334826,1.9482,-1.249096928
78,3.9081,-0.419502445,4.016,-0.409929269
79,0,-0.863648567,0,-0.902483548
80,1.1815,0.089759314,1.2186,0.113227499
81,0,-2.503536432,0,-2.227767229
82,0.4652,0.039960622,0.7814,0.012564298
83,0,-1.422219526,0,-1.219679752
84,0,-0.157779082,0,-0.179612968
85,5.5566,-0.335416118,5.1404,-0.32786373
86,5.961,-0.312182648,5.5538,0.559569005
87,0,-0.511423514,0,-0.427566956
88,2.117,-0.334934236,2.584,-0.384601684
89,0,-1.433421929,0,-1.504775935
90,0.9844,-1.800390253,0,-1.808799196
91,1.4661,0.206262348,6.1193,0.074676031
92,2.9265,-2.079569781,2.5981,-2.300688907
93,3.4032,-1.775553896,3.632,-1.89624935
94,3.9617,-1.405274101,4.3683,-1.410113126
95,2.2935,-1.22106915,2.2343,-1.217291705
96,0.2499,-0.151448064,0,-0.158782006
97,1.1939,-1.748381436,1.4809,-1.745314588
98,2.1265,-0.792236485,2.0834,-0.949082201
99,2.7533,-1.63548236,2.753,-1.496946358
100,1.0305,-0.982572769,1.1888,-0.911294203
101,1.6365,-0.918837142,1.5701,-0.975573653
102,0,-0.447769488,0,-0.348663458
103,0,-0.131100755,0,-0.12447894
104,0,-0.298495954,0.0349,-0.376466003
105,0,-2.747455214,0,-2.767228804
106,4.0135,-0.150915438,4.5274,0.077637321
107,0.9052,-0.472523308,0.8207,-0.599624951
108,2.038,-1.182081315,2.1666,-1.288382256
109,1.4684,-2.85577596,1.4123,-2.935758392
110,0,-1.204222389,0,-1.144567577
111,0.1193,0.083116907,0.9687,0.155729995
112,0,-1.133776838,0,-1.070410983
113,5.3302,-0.359813363,4.9596,-0.200418644
114,1.5671,-1.275029429,1.568,-1.335271738
115,2.5275,-0.68606004,1.2826,-0.701093321
116,0,-1.053071871,0,-1.345985992
117,7.2814,-1.063986136,7.2507,-1.211160559
118,4.4939,-0.284343492,4.5845,-0.310887624
119,0,-0.264162511,0.8607,-0.290912243
120,0,-1.112259982,0,-1.440378247
121,0,-2.75854971,0,-2.783567584
122,3.6013,0.163628051,3.748,0.315628557
123,0,3.559278322,0,3.417967224
124,0,-1.178245385,0,0.200784066
125,0,-0.080000384,0,-0.157378197
126,0,-0.59221294,0,-0.663064301
127,4.274,-1.407274898,4.4205,-1.412957386
128,3.2547,0.265742004,0,4.570407682
129,0,-0.139919267,0,-0.112184748
130,0.6853,0.701819815,1.193,0.56533677
131,0.1171,-0.117151765,0,-0.109522268
132,0,-0.412298155,0,-0.525862355
133,0,-0.656346273,0,-0.736566805
134,2.3285,-0.306250859,2.1079,-0.31899763
135,0,-1.406102087,0,-1.442868457
136,0,-0.17615654,0,0.034945528
137,1.3619,-0.776397882,1.5597,-0.786465759
138,0.2781,-0.596662488,0.0796,0.090174939
139,4.3662,-1.610906282,4.2,-1.68792012
140,4.9737,-0.97925666,4.9378,-0.887264227
141,2.9234,-1.0465175,2.862,-1.00148493
142,0.9705,-1.852383194,0.7406,-1.632083759
143,0.8351,-0.373068869,0.2221,-0.417243948
144,5.7747,-1.140737818,5.1596,-1.141012884
145,0,-1.513575089,0,-1.973212865
146,0,-1.411233568,4.3687,-1.410113958
147,0,-0.013394749,0,-0.016924212
148,2.2861,-2.961319315,2.5687,-2.948762644
149,0,-0.296383167,0,-0.196726856
150,2.5675,-2.023247367,2.4201,-2.119479194
151,2.8024,-1.465524606,1.1483,-2.150352696
152,5.3193,-1.29767696,4.8864,-1.505643826
153,0,-2.477501867,0,-2.504925519
154,0.1222,-0.673695968,0,0.343691088
155,3.7018,-1.376814312,3.5128,-1.567266999
156,0,-1.521874891,0,-1.739160756
157,1.7919,0.573437992,0.6374,0.502281566
158,0,-1.120204727,0,-1.100832838
159,0,-0.700968726,0,-0.706714161
160,0,0.560030646,0,0.705310841
161,4.6496,-1.159751009,4.4319,-1.423447257
162,0,-1.299005835,0,-1.431359462
163,3.2495,-1.411691571,3.7106,-1.411759032
164,0,2.385053062,0,2.083712251
165,1.8032,-1.306130554,1.9393,-1.373400932
166,0,-0.069032482,0,-0.05741568
167,6.51,-0.333984484,5.2135,-0.311497058
168,3.8874,-0.920051719,4.8873,-1.085746356
169,4.083,-0.444230137,4.1881,-0.487834195
170,0,-1.204222389,0,-1.204462947
171,4.8878,-0.169381999,4.7162,0.237692306
172,1.6923,-0.810614385,1.7544,-0.941003696
173,0,0.24301856,0,0.239004524
174,0,-1.027275664,0,-1.152412006
175,0,-0.967673511,0,-0.93779988
176,0.1289,-0.054033927,0.3427,-0.059716853
177,2.7387,-0.705241146,1.8549,-0.583632316
178,4.5474,-1.045814337,4.5125,-1.016289028
179,0,-0.405580711,0,-0.511263919
180,0,-0.223371492,0,-0.30654206
181,4.8121,-0.338281119,4.317,-0.316012687
182,0,-0.944976231,0,-0.93245492
183,5.0921,-1.312061736,5.0805,-1.423309478
184,0.09,-0.83742149,1.0887,-0.945431957
185,3.8548,-0.962789692,3.6619,-0.884966925
186,0,0.179878476,0,0.323818176
187,3.8973,-0.357011766,3.9383,-0.357110862
188,0,-0.338587328,0,-0.424202165
189,3.1254,-0.362721429,3.7546,-0.612829464
190,0,-1.143256655,0,-1.241386677
191,4.5529,-0.858128675,4.3244,-1.088902103
192,2.4152,-1.78902104,2.3003,-3.234710503
193,0,-1.641988646,0,0.714879249
194,0,-0.114607758,0,-0.046371925
195,3.5977,-0.283427462,3.6118,-0.294446642
196,1.0871,-1.833539316,0.7864,-1.871855687
197,4.9681,-0.41849279,4.9616,-0.404602203
198,1.6791,-1.760218771,1.566,-1.753657518
199,0,-0.249859816,0,-0.858139412
200,2.582,-1.124266903,2.0083,-1.146132096
201,0,-1.570997601,0,-1.277528968
202,0,-1.454285262,0,-1.50684096
203,0,-0.298578175,0,-0.274478189
204,0.16,0.260878092,0,0.004665641
205,2.6386,-2.936201643,2.5111,-2.944954951
206,0,-1.226940167,0,-1.444591328
207,0,0.012216115,0.6284,0.007691208
208,0,-1.410729793,0,-1.361499078
209,2.2987,-0.357123243,2.6268,-0.283450627
210,3.4007,-0.809409998,3.3461,-0.873378064
211,3.0113,-1.935941752,2.2483,-2.003270672
212,0,-0.202699275,0.0386,0.020243236
213,5.2197,0.069584321,5.0219,0.196842615
214,2.2159,-1.764852898,2.0242,-1.677534158
215,0,-0.435483446,0,-0.442427568
216,3.448,-1.153288949,3.1682,-1.369095387
217,0,-1.763479215,0,-1.991264525
218,0.0783,-0.012448436,0.067,-0.35827029
219,3.323,-2.482855808,3.1456,-2.490479292
