Line_Number,Existing_Band_Gap_eV,Existing_Predicted_Formation_Energy_eV_per_atom,New_Band_Gap_eV,New_Predicted_Formation_Energy_eV_per_atom
78,3.9081,-0.419502445,3.9085,-0.459
79,0,-0.863648567,0,-0.863648567
80,1.1815,0.089759314,0.6417,0.089220754
81,0,-2.503536432,0,-2.582417878
82,0.4652,0.039960622,0.469,0.039684155
83,0,-1.422219526,0,-1.404254893
84,0,-0.157779082,0,-0.191779064
85,5.5566,-0.335416118,5.5566,-0.361101895
86,5.961,-0.312182648,5.1965,-0.312061237
87,0,-0.511423514,0,-0.53619132
88,2.117,-0.334934236,2.4779,-0.351052899
89,0,-1.433421929,0,-1.45479739
90,0.9844,-1.800390253,0.9563,-1.800204267
91,1.4661,0.206262348,1.3417,0.195236
92,2.9265,-2.079569781,2.7267,-2.230356841
93,3.4032,-1.775553896,3.3472,-1.973479899
94,3.9617,-1.405274101,4.274,-1.412996726
95,2.2935,-1.22106915,2.2939,-1.221164787
96,0.2499,-0.151448064,0.2156,-0.120967816
97,1.1939,-1.748381436,1.2918,-1.75696785
98,2.1265,-0.792236485,2.2145,-1.216946827
99,2.7533,-1.63548236,2.7533,-1.40721856
100,1.0305,-0.982572769,0.7005,-0.982814236
101,1.6365,-0.918837142,1.3305,-0.9
102,0,-0.447769488,0,-0.485327268
103,0,-0.131100755,0,-0.131044039
104,0,-0.298495954,0,-0.298654113
105,0,-2.747455214,0,-2.790469387
106,4.0135,-0.150915438,4.3125,-0.126254197
107,0.9052,-0.472523308,0.9057,-0.524795774
108,2.038,-1.182081315,2.0386,-1.410873485
109,1.4684,-2.85577596,1.2488,-2.935063359
110,0,-1.204222389,0,-1.204222389
111,0.1193,0.083116907,0.1783,0.063462508
112,0,-1.133776838,0,-1.133148617
113,5.3302,-0.359813363,6.03,-0.313070833
114,1.5671,-1.275029429,1.271,-1.275029602
115,2.5275,-0.68606004,1.8261,-0.702316184
116,0,-1.053071871,0,-1.410376827
117,7.2814,-1.063986136,7.07282,-1.063981297
118,4.4939,-0.284343492,4.6438,-0.284271899
119,0,-0.264162511,0,-0.272000281
120,0,-1.112259982,0,-1.226163832
121,0,-2.75854971,0,-2.790469027
122,3.6013,0.163628051,3.5113,0.209185268
123,0,3.559278322,0,3.59730592
124,0,-1.178245385,0,-1.178178389
125,0,-0.080000384,0,-0.080000616
126,0,-0.59221294,0,-0.592312178
127,4.274,-1.407274898,4.6799,-1.404213398
128,3.2547,0.265742004,3.6753,0.099227418
129,0,-0.139919267,0,-0.327954003
130,0.6853,0.701819815,0.8569,0.901196981
131,0.1171,-0.117151765,0,-0.11389704
132,0,-0.412298155,0,-0.328511884
133,0,-0.656346273,0,-0.656583754
134,2.3285,-0.306250859,1.6563,-0.306397351
135,0,-1.406102087,0,-1.3956
136,0,-0.17615654,0,-0.230958196
137,1.3619,-0.776397882,1.3611,-0.815448195
138,0.2781,-0.596662488,0.0615,-0.596387304
139,4.3662,-1.610906282,4.3667,-1.610796838
140,4.9737,-0.97925666,4.4105,-0.993356712
141,2.9234,-1.0465175,2.0848,-1.046691411
142,0.9705,-1.852383194,0.9003,-1.494385183
143,0.8351,-0.373068869,0.4369,-0.363293778
144,5.7747,-1.140737818,5.7747,-1.172304304
145,0,-1.513575089,0,-1.513575045
146,0,-1.411233568,0,-1.405045573
147,0,-0.013394749,0,-0.007020954
148,2.2861,-2.961319315,2.2861,-2.961567842
149,0,-0.296383167,0,-0.21285489
150,2.5675,-2.023247367,2.2866,-2.020482964
151,2.8024,-1.465524606,2.0618,-2.191198385
152,5.3193,-1.29767696,5.3644,-1.301071082
153,0,-2.477501867,0,-2.420536322
154,0.1222,-0.673695968,0,-0.702643366
155,3.7018,-1.376814312,4.6121,-1.360943897
156,0,-1.521874891,0,-1.79031986
157,1.7919,0.573437992,1.6584,0.58624
158,0,-1.120204727,0,-1.100914482
159,0,-0.700968726,0,-0.675840145
160,0,0.560030646,0,0.887184044
161,4.6496,-1.159751009,4.6269,-1.213811316
162,0,-1.299005835,0,-1.298455953
163,3.2495,-1.411691571,3.2496,-1.294159718
164,0,2.385053062,0,2.074185678
165,1.8032,-1.306130554,1.4355,-1.420813359
166,0,-0.069032482,0,-0.069049304
167,6.51,-0.333984484,6.54,-0.333193906
168,3.8874,-0.920051719,3.8875,-0.491328309
169,4.083,-0.444230137,4.0264,-0.532061073
170,0,-1.204222389,0,-1.204222389
171,4.8878,-0.169381999,4.8873,-0.169124567
172,1.6923,-0.810614385,1.5568,-0.863814265
173,0,0.24301856,0,0.244061443
174,0,-1.027275664,0,-1.172310178
175,0,-0.967673511,0,-0.9526
176,0.1289,-0.054033927,0,-0.054890177
177,2.7387,-0.705241146,2.576,-0.615828161
178,4.5474,-1.045814337,4.6965,-1.240946898
179,0,-0.405580711,0,-0.406560704
180,0,-0.223371492,0,-0.301197029
181,4.8121,-0.338281119,4.8031,-0.35856417
182,0,-0.944976231,0,-0.800608188
183,5.0921,-1.312061736,5.1933,-1.425128833
184,0.09,-0.83742149,0.2266,-0.767722677
185,3.8548,-0.962789692,2.8294,-0.962051407
186,0,0.179878476,0,0.172905559
187,3.8973,-0.357011766,3.8434,-0.269857105
188,0,-0.338587328,0,-0.340213993
189,3.1254,-0.362721429,3.1291,-0.362089132
190,0,-1.143256655,0,-1.227536655
191,4.5529,-0.858128675,4.5567,-0.893308329
192,2.4152,-1.78902104,2.4153,-2.113485063
193,0,-1.641988646,0,-1.614684025
194,0,-0.114607758,0,-0.12872224
195,3.5977,-0.283427462,3.3516,-0.33755639
196,1.0871,-1.833539316,1.0879,-1.905045238
197,4.9681,-0.41849279,4.9681,-0.418378889
198,1.6791,-1.760218771,1.3776,-1.735310891
199,0,-0.249859816,0,-0.240524861
200,2.582,-1.124266903,2.2166,-1.105550601
201,0,-1.570997601,0,-1.551300336
202,0,-1.454285262,0,-1.51155957
203,0,-0.298578175,0,-0.26037078
204,0.16,0.260878092,0.1751,0.270117673
205,2.6386,-2.936201643,2.615,-2.935811443
206,0,-1.226940167,0,-1.226122884
207,0,0.012216115,0,0.014236
208,0,-1.410729793,0,-1.410729776
209,2.2987,-0.357123243,2.5495,-0.351061161
210,3.4007,-0.809409998,3.5997,-0.93235396
211,3.0113,-1.935941752,3.0273,-1.9562
212,0,-0.202699275,0,-0.195427829
213,5.2197,0.069584321,4.4833,0.060934049
214,2.2159,-1.764852898,2.2159,-1.814707896
215,0,-0.435483446,0,-0.435443193
216,3.448,-1.153288949,3.584,-1.275946959
217,0,-1.763479215,0,-1.763743892
218,0.0783,-0.012448436,0.2956,-0.015822862
219,3.323,-2.482855808,3.2788,-2.512446676
